gorila_id,site,object_type,commodity_class,logogram_bennett,logogram_transliteration,logogram_sequence,before_-1_bennett,before_-1_translit,before_-1_type,before_-2_bennett,before_-2_translit,before_-2_type,after_1_bennett,after_1_translit,after_1_type,after_2_bennett,after_2_translit,after_2_type,after_3_bennett,after_3_translit,after_3_type
SYZa2,Syme,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
SYZa2,Syme,stone vessel,OLIVE_OIL,A 302,OLE,18,AB 77,KA,syllabogram,AB 06,NA,syllabogram,AB 08,A,syllabogram,AB 57,JA,syllabogram,,,
SYZa3,Syme,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,,JA,syllabogram,AB 57,SE,syllabogram
SYZa4,Syme,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
SYZa8,Syme,stone vessel,PERSONNEL,A 301,WA,4,AB 59,TA,syllabogram,,I,syllabogram,AB 54,JA,syllabogram,AB 57,𐄁,syllabogram,,JA,syllabogram
THEfr.2,Thera,tablet (page-shaped),LIVESTOCK,A 302,,1,,OLE,syllabogram,,,,,𐝫,syllabogram,,,,,,
THEfr.3,Thera,tablet (page-shaped),LIVESTOCK,A 302,,1,,OLE,syllabogram,,,,,𐝫,syllabogram,,,,,,
TIZb1,Tiryns,Clay vessel,PERSONNEL,A 301,SI,1,,*301,syllabogram,,,,AB 41,,syllabogram,,𐝫,syllabogram,,,
TLZa1,Troullos,stone vessel,PERSONNEL,A 301,*301,3,AB 08,A,syllabogram,AB 59,TA,syllabogram,AB 54,WA,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309B,*309B,0,,,,,,,,*34,syllabogram,AB 34,PU,syllabogram,AB 50,PI,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,290,6,AB 50,PI,syllabogram,AB 39,500,syllabogram,,"
",syllabogram,,*309B,syllabogram,,KI,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309B,50,10,,"
",syllabogram,,*309B,syllabogram,AB 67,"
",syllabogram,AB 50,*309,syllabogram,,DA,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,10,14,AB 67,"
",syllabogram,AB 50,*309,syllabogram,AB 01,"
",syllabogram,AB 50,PA,syllabogram,,DA,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,"
",22,AB 03,JU,syllabogram,AB 01,KI,syllabogram,AB 65,*309,syllabogram,AB 67,RI,syllabogram,,JU,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,*309,26,AB 65,*309,syllabogram,AB 67,RI,syllabogram,AB 53,6,syllabogram,AB 65,"
",syllabogram,,VIR+[?],syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,"
",30,AB 53,6,syllabogram,AB 65,"
",syllabogram,,*309C,syllabogram,,DA,syllabogram,,JU,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309C,30,37,A 100-102,"
",logogram,,*309C,syllabogram,AB 01,"
",syllabogram,AB 65,*309,syllabogram,,RI,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309C,"
",43,,RI,syllabogram,,WA,syllabogram,AB 26,*309B,syllabogram,AB 77,RI,syllabogram,,JU,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309A,"
",47,AB 26,*309B,syllabogram,AB 77,RI,syllabogram,AB 53,*309B,syllabogram,AB 54,"
",syllabogram,AB 65,𐝫,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309B,,54,,𐄙,syllabogram,,𐄕,syllabogram,AB 53,,syllabogram,AB 65,,syllabogram,,𐄚,syllabogram
TY2,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 309B,,59,AB 65,,syllabogram,,𐄚,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,,
TY3a,Tylissos,tablet (page-shaped),OLIVE_OIL,A 321,OLE+KI,2,,ZA,syllabogram,AB 17,*321,syllabogram,,15,syllabogram,,¹⁄₄,syllabogram,,"
",syllabogram
TY3a,Tylissos,tablet (page-shaped),LIVESTOCK,A 302,5,57,AB 08,*361,syllabogram,AB 51,"
",syllabogram,,"
",syllabogram,,OLE+TU,syllabogram,,1,syllabogram
TY3a,Tylissos,tablet (page-shaped),UNKNOWN_COMMODITY,A 361,,65,AB 08,,syllabogram,AB 81,,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,AB 67,,syllabogram
TYZb4,Tylissos,Clay vessel,PERSONNEL,A 301,*301,1,AB 08,A,syllabogram,,,,AB 67,KI,syllabogram,AB 59,TA,syllabogram,AB 08,A,syllabogram
ZA6a,Zakros,stone vessel,LIVESTOCK,A 305,*305,0,,,,,,,AB 54,WA,syllabogram,AB 06,NA,syllabogram,AB 171,*171,syllabogram
ZA6a,Zakros,stone vessel,LIVESTOCK,A 304,,42,,𐝫,syllabogram,,𐄑,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram,,𐄑,syllabogram
ZA6b,Zakros,stone vessel,UNKNOWN_COMMODITY,A 312,*312,12,,40,syllabogram,,VIN+KA,syllabogram,AB 66,TA₂,syllabogram,,GRA+PA,syllabogram,,40,syllabogram
ZA10b,Zakros,stone vessel,UNKNOWN_COMMODITY,A 362,*362,1,AB 54,WA,syllabogram,,,,,2,syllabogram,AB 51,DU,syllabogram,AB 27,RE,syllabogram
ZA11a,Zakros,stone vessel,WINE,A 310,,39,,OLIV,syllabogram,,2,syllabogram,AB 08,,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
ZA11b,Zakros,stone vessel,PERSONNEL,A 301,*301,6,,*516,syllabogram,,𐄁,syllabogram,AB 53,RI,syllabogram,,𐄁,syllabogram,,GRA+PA,syllabogram
ZA14,Zakros,stone vessel,UNKNOWN_COMMODITY,A 363,*363,10,AB 50,PU,syllabogram,AB 30,NI,syllabogram,,3,syllabogram,AB 16,QA,syllabogram,AB 37,TI,syllabogram
ZA15a,Zakros,stone vessel,UNKNOWN_COMMODITY,A 363,KE,41,AB 01,E,syllabogram,AB 38,4,syllabogram,AB 44,MA,syllabogram,AB 80,SE,syllabogram,AB 09,5,syllabogram
ZA18a,Zakros,stone vessel,UNKNOWN_COMMODITY,A 321,𐄁,6,,𐄁,syllabogram,,"
",syllabogram,,GRA+PA,syllabogram,,2,syllabogram,,double,syllabogram
ZAWa38,Zakros,Nodule,PERSONNEL,A 301,*301,0,,,,,,,,,,,,,,,
ZAZb3,Zakros,stone vessel,PERSONNEL,A 301,DE,16,AB 08,TA,syllabogram,AB 59,I,syllabogram,AB 45,KA,syllabogram,AB 77,𐄁,syllabogram,,A,syllabogram
APZa1,Apodoulou,stone vessel,PERSONNEL,A 301,*301,3,AB 57,JA,syllabogram,AB 59,TA,syllabogram,AB 10,U,syllabogram,AB 57,JA,syllabogram,,𐄁,syllabogram
ARKH2,Arkhalkhori,tablet (page-shaped),PERSONNEL,A 301,SE,15,,12,syllabogram,,"
",syllabogram,AB 09,DE,syllabogram,AB 45,*21F,syllabogram,AB 21f,*118,syllabogram
ARKH3a,Arkhalkhori,tablet (page-shaped),UNKNOWN_COMMODITY,A 317,KI,15,,*317,syllabogram,,"
",syllabogram,,NU,syllabogram,,13,syllabogram,,TE,syllabogram
ARKH3a,Arkhalkhori,tablet (page-shaped),UNKNOWN_COMMODITY,A 317,,28,,"
",syllabogram,AB 04,KU,syllabogram,,𐄈,syllabogram,A 312,,logogram,,𐄈,syllabogram
ARKH3a,Arkhalkhori,tablet (page-shaped),UNKNOWN_COMMODITY,A 312,,30,,3,syllabogram,A 317,,logogram,,𐄈,syllabogram,,𐝫,syllabogram,,𐝫,syllabogram
ARKH3b,Arkhalkhori,tablet (page-shaped),UNKNOWN_COMMODITY,A 314,"
",8,,PI,syllabogram,,GRA,syllabogram,AB 120,OLE,syllabogram,,"
",syllabogram,,𐝫,syllabogram
ARKH3b,Arkhalkhori,tablet (page-shaped),LIVESTOCK,A 302,2,12,AB 120,OLE,syllabogram,,"
",syllabogram,,"
",syllabogram,,4,syllabogram,,VIN,syllabogram
ARKH3b,Arkhalkhori,tablet (page-shaped),LIVESTOCK,A 302,,17,,4,syllabogram,,VIN,syllabogram,,𐄊,syllabogram,,𐝫,syllabogram,AB 131A,,syllabogram
ARKH7,Arkhalkhori,tablet (page-shaped),HIDES,A 308,*308,2,,𐝫,syllabogram,,—,syllabogram,,¹⁄₅,syllabogram,,𐝫,syllabogram,,,
ARKHZc8,Arkhalkhori,Inked inscription,LIVESTOCK,A 306,*306,0,,,,,,,AB 59,TA,syllabogram,AB 46,JE,syllabogram,,,
FOZc1,Fourni,Inked inscription,LIVESTOCK,A 306,*306,0,,,,,,,AB 59,TA,syllabogram,AB 46,JE,syllabogram,,,
KH101,Khania,tablet (page-shaped),LIVESTOCK,A 303,³⁄₄,3,,32,syllabogram,,CYP,syllabogram,,𐝫,syllabogram,,𐝕,syllabogram,,𐝫,syllabogram
KH103,Khania,tablet (page-shaped),OLIVE_OIL,A 302,OLE,0,,,,,,,,11,syllabogram,,"
",syllabogram,,OLE,syllabogram
KH103,Khania,tablet (page-shaped),LIVESTOCK,A 302,1,4,,11,syllabogram,,"
",syllabogram,AB 57,OLE,syllabogram,,TA,syllabogram,,8,syllabogram
KH103,Khania,tablet (page-shaped),LIVESTOCK,A 302,NI,8,AB 57,OLE,syllabogram,,TA,syllabogram,AB 59,"
",syllabogram,,CYP,syllabogram,,23,syllabogram
KH103,Khania,tablet (page-shaped),LIVESTOCK,A 303,,13,,CYP,syllabogram,,23,syllabogram,,𐄑,syllabogram,,𐄉,syllabogram,,𐝫,syllabogram
DRAZg1,unknown,Stone object,PERSONNEL,A 301,*301,2,AB 01,DA,syllabogram,AB 51,DU,syllabogram,,𐝫,syllabogram,,,,,,
